,bowler_name,year,runs_conceded,balls_bowled,wickets_taken,num_dots,num_spells,team,average,wickets_per_spell,strike_rate,economy_rate,prop_dot
229,Dawlat Ahmadzai,08-10,45.0,25,2.0,8,2,Afghanistan,22.5,1.0,12.5,10.8,32.0
230,Dawlat Zadran,11-13,210.0,197,11.0,91,8,Afghanistan,19.0909090909,1.375,17.9090909091,6.39593908629,46.192893401
231,Dawlat Zadran,14-16,391.0,357,26.0,182,16,Afghanistan,15.0384615385,1.625,13.7307692308,6.57142857143,50.9803921569
232,Deighton Butler,05-07,21.0,19,0.0,10,1,West Indies,inf,0.0,inf,6.63157894737,52.6315789474
233,Devendra Bishoo,11-13,95.0,97,7.0,46,4,West Indies,13.5714285714,1.75,13.8571428571,5.87628865979,47.4226804124
234,Devendra Bishoo,14-16,11.0,6,0.0,0,1,West Indies,inf,0.0,inf,11.0,0.0
235,Dewald Nel,05-07,25.0,24,2.0,13,1,Scotland,12.5,2.0,12.0,6.25,54.1666666667
236,Dewald Nel,08-10,125.0,173,10.0,103,7,Scotland,12.5,1.42857142857,17.3,4.33526011561,59.5375722543
237,Dhammika Prasad,11-13,37.0,18,0.0,5,1,Sri Lanka,inf,0.0,inf,12.3333333333,27.7777777778
238,Dilhara Fernando,05-07,170.0,175,10.0,94,8,Sri Lanka,17.0,1.25,17.5,5.82857142857,53.7142857143
239,Dilhara Fernando,08-10,221.0,189,9.0,81,8,Sri Lanka,24.5555555556,1.125,21.0,7.01587301587,42.8571428571
240,Dilhara Fernando,11-13,36.0,24,1.0,12,1,Sri Lanka,36.0,1.0,24.0,9.0,50.0
241,Dilhara Fernando,14-16,7.0,12,0.0,8,1,Sri Lanka,inf,0.0,inf,3.5,66.6666666667
242,Dilhara Lokuhettige,08-10,35.0,39,2.0,21,2,Sri Lanka,17.5,1.0,19.5,5.38461538462,53.8461538462
243,Dilruwan Perera,11-13,71.0,61,3.0,26,3,Sri Lanka,23.6666666667,1.0,20.3333333333,6.98360655738,42.6229508197
244,Dimitri Mascarenhas,05-07,191.0,128,7.0,37,7,England,27.2857142857,1.0,18.2857142857,8.953125,28.90625
245,Dimitri Mascarenhas,08-10,116.0,126,7.0,61,7,England,16.5714285714,1.0,18.0,5.52380952381,48.4126984127
246,Dirk Nannes,08-10,441.0,379,30.0,183,16,Netherlands,14.7,1.875,12.6333333333,6.98153034301,48.2849604222
247,Donald Tiripano,14-16,58.0,48,1.0,25,2,Zimbabwe,58.0,0.5,48.0,7.25,52.0833333333
248,Doug Bollinger,11-13,56.0,51,3.0,26,2,Australia,18.6666666667,1.5,17.0,6.58823529412,50.9803921569
249,Doug Bollinger,14-16,189.0,163,7.0,74,7,Australia,27.0,1.0,23.2857142857,6.95705521472,45.3987730061
250,Doug Bracewell,11-13,382.0,253,18.0,107,13,New Zealand,21.2222222222,1.38461538462,14.0555555556,9.05928853755,42.2924901186
251,Doug Bracewell,14-16,17.0,18,1.0,10,1,New Zealand,17.0,1.0,18.0,5.66666666667,55.5555555556
252,Dougie Brown,05-07,40.0,27,0.0,8,1,Scotland,inf,0.0,inf,8.88888888889,29.6296296296
253,Duncan Allan,11-13,80.0,58,5.0,19,7,Kenya,16.0,0.714285714286,11.6,8.27586206897,32.7586206897
254,Dushmantha Chameera,14-16,268.0,221,12.0,97,10,Sri Lanka,22.3333333333,1.2,18.4166666667,7.27601809955,43.8914027149
255,Dwayne Bravo,05-07,106.0,67,3.0,25,5,West Indies,35.3333333333,0.6,22.3333333333,9.49253731343,37.3134328358
256,Dwayne Bravo,08-10,365.0,287,16.0,112,15,West Indies,22.8125,1.06666666667,17.9375,7.63066202091,39.0243902439
257,Dwayne Bravo,11-13,207.0,162,11.0,44,10,West Indies,18.8181818182,1.1,14.7272727273,7.66666666667,27.1604938272
258,Dwayne Bravo,14-16,437.0,324,15.0,99,15,West Indies,29.1333333333,1.0,21.6,8.09259259259,30.5555555556
259,Dwayne Leverock,08-10,27.0,30,0.0,9,1,Bermuda,inf,0.0,inf,5.4,30.0
260,Dwayne Smith,05-07,90.0,88,5.0,35,4,West Indies,18.0,1.25,17.6,6.13636363636,39.7727272727
261,Dwayne Smith,08-10,46.0,25,2.0,7,2,West Indies,23.0,1.0,12.5,11.04,28.0
262,Dwayne Smith,11-13,46.0,32,1.0,8,4,West Indies,46.0,0.25,32.0,8.625,25.0
263,Dwayne Smith,14-16,11.0,6,0.0,3,1,West Indies,inf,0.0,inf,11.0,50.0
264,Ed Rainsford,08-10,66.0,37,0.0,12,2,Zimbabwe,inf,0.0,inf,10.7027027027,32.4324324324
265,Eddie Leie,14-16,47.0,37,4.0,13,2,South Africa,11.75,2.0,9.25,7.62162162162,35.1351351351
266,Edgar Schiferli,08-10,142.0,143,6.0,65,5,Netherlands,23.6666666667,1.2,23.8333333333,5.95804195804,45.4545454545
267,Ehsan Nawaz,14-16,10.0,6,0.0,2,1,Hong Kong,inf,0.0,inf,10.0,33.3333333333
268,Eion Katchay,08-10,68.0,63,3.0,31,4,Canada,22.6666666667,0.75,21.0,6.47619047619,49.2063492063
269,Elias Sunny,11-13,146.0,138,10.0,64,7,Bangladesh,14.6,1.42857142857,13.8,6.34782608696,46.3768115942
270,Elijah Otieno,11-13,174.0,174,6.0,85,10,Kenya,29.0,0.6,29.0,6.0,48.8505747126
271,Elton Chigumbura,05-07,50.0,43,8.0,21,2,Zimbabwe,6.25,4.0,5.375,6.97674418605,48.8372093023
272,Elton Chigumbura,08-10,136.0,96,4.0,42,8,Zimbabwe,34.0,0.5,24.0,8.5,43.75
273,Elton Chigumbura,11-13,187.0,128,5.0,37,9,Zimbabwe,37.4,0.555555555556,25.6,8.765625,28.90625
274,Elton Chigumbura,14-16,16.0,6,0.0,0,1,Zimbabwe,inf,0.0,inf,16.0,0.0
275,Ewen Thompson,08-10,17.0,19,1.0,11,1,New Zealand,17.0,1.0,19.0,5.36842105263,57.8947368421
276,Faf du Plessis,11-13,3.0,8,0.0,5,2,South Africa,inf,0.0,inf,2.25,62.5
277,Fahad Tariq,14-16,26.0,18,0.0,6,2,United Arab Emirates,inf,0.0,inf,8.66666666667,33.3333333333
278,Farhaan Behardien,14-16,12.0,12,1.0,3,2,South Africa,12.0,0.5,12.0,6.0,25.0
279,Farhad Reza,05-07,122.0,69,4.0,14,4,Bangladesh,30.5,1.0,17.25,10.6086956522,20.2898550725
280,Farhad Reza,08-10,41.0,24,0.0,5,1,Bangladesh,inf,0.0,inf,10.25,20.8333333333
281,Farhad Reza,11-13,10.0,6,0.0,0,1,Bangladesh,inf,0.0,inf,10.0,0.0
282,Farhad Reza,14-16,82.0,64,2.0,22,5,Bangladesh,41.0,0.4,32.0,7.6875,34.375
283,Farhan Ahmed,14-16,66.0,54,3.0,15,3,United Arab Emirates,22.0,1.0,18.0,7.33333333333,27.7777777778
284,Farveez Maharoof,05-07,103.0,75,2.0,24,4,Sri Lanka,51.5,0.5,37.5,8.24,32.0
285,Farveez Maharoof,08-10,60.0,75,5.0,44,3,Sri Lanka,12.0,1.66666666667,15.0,4.8,58.6666666667
286,Fawad Ahmed,11-13,67.0,49,3.0,13,2,Australia,22.3333333333,1.5,16.3333333333,8.20408163265,26.5306122449
287,Fawad Alam,05-07,44.0,42,3.0,17,2,Pakistan,14.6666666667,1.5,14.0,6.28571428571,40.4761904762
288,Fawad Alam,08-10,51.0,48,5.0,24,4,Pakistan,10.2,1.25,9.6,6.375,50.0
289,Fayyaz Ahmed,14-16,29.0,18,1.0,5,1,United Arab Emirates,29.0,1.0,18.0,9.66666666667,27.7777777778
290,Fidel Edwards,05-07,57.0,64,3.0,37,3,West Indies,19.0,1.0,21.3333333333,5.34375,57.8125
291,Fidel Edwards,08-10,232.0,173,6.0,75,9,West Indies,38.6666666667,0.666666666667,28.8333333333,8.04624277457,43.3526011561
292,Fidel Edwards,11-13,148.0,133,7.0,67,7,West Indies,21.1428571429,1.0,19.0,6.67669172932,50.3759398496
293,Gareth Batty,08-10,16.0,19,0.0,10,1,England,inf,0.0,inf,5.05263157895,52.6315789474
294,Garey Mathurin,11-13,63.0,62,5.0,31,3,West Indies,12.6,1.66666666667,12.4,6.09677419355,50.0
295,Garnett Kruger,05-07,27.0,26,0.0,9,1,South Africa,inf,0.0,inf,6.23076923077,34.6153846154
296,Gary Brent,05-07,51.0,44,2.0,21,2,Zimbabwe,25.5,1.0,22.0,6.95454545455,47.7272727273
297,Gary Kidd,08-10,32.0,18,0.0,2,1,Ireland,inf,0.0,inf,10.6666666667,11.1111111111
298,Gavin Main,14-16,19.0,20,1.0,12,1,Scotland,19.0,1.0,20.0,5.7,60.0
299,Gavin Tonge,08-10,25.0,24,1.0,11,1,West Indies,25.0,1.0,24.0,6.25,45.8333333333
300,Gayan Wijekoon,05-07,93.0,68,4.0,17,3,Sri Lanka,23.25,1.33333333333,17.0,8.20588235294,25.0
301,Geoff Barnett,08-10,10.0,7,0.0,2,1,Canada,inf,0.0,inf,8.57142857143,28.5714285714
302,George Dockrell,08-10,109.0,126,13.0,61,5,Ireland,8.38461538462,2.6,9.69230769231,5.19047619048,48.4126984127
303,George Dockrell,11-13,301.0,285,18.0,115,13,Ireland,16.7222222222,1.38461538462,15.8333333333,6.33684210526,40.350877193
304,George Dockrell,14-16,260.0,252,17.0,113,13,Ireland,15.2941176471,1.30769230769,14.8235294118,6.19047619048,44.8412698413
305,George O'Brien,08-10,40.0,72,5.0,47,2,Bermuda,8.0,2.5,14.4,3.33333333333,65.2777777778
306,George Worker,14-16,18.0,13,1.0,5,1,New Zealand,18.0,1.0,13.0,8.30769230769,38.4615384615
307,Glenn Maxwell,11-13,151.0,134,6.0,52,10,Australia,25.1666666667,0.6,22.3333333333,6.76119402985,38.8059701493
308,Glenn Maxwell,14-16,261.0,227,10.0,83,14,Australia,26.1,0.714285714286,22.7,6.8986784141,36.563876652
309,Glenn McGrath,05-07,78.0,49,5.0,16,2,Australia,15.6,2.5,9.8,9.55102040816,32.6530612245
310,Glenn Rogers,08-10,62.0,51,2.0,19,2,Scotland,31.0,1.0,25.5,7.29411764706,37.2549019608
311,Gordon Drummond,08-10,220.0,182,10.0,76,8,Scotland,22.0,1.25,18.2,7.25274725275,41.7582417582
312,Gordon Drummond,11-13,147.0,143,9.0,59,8,Scotland,16.3333333333,1.125,15.8888888889,6.16783216783,41.2587412587
313,Gordon Goudie,08-10,20.0,6,0.0,2,1,Scotland,inf,0.0,inf,20.0,33.3333333333
314,Gordon Goudie,11-13,195.0,155,6.0,54,8,Scotland,32.5,0.75,25.8333333333,7.54838709677,34.8387096774
315,Graeme Aldridge,11-13,45.0,24,1.0,7,1,New Zealand,45.0,1.0,24.0,11.25,29.1666666667
316,Graeme Cremer,08-10,113.0,106,7.0,50,6,Zimbabwe,16.1428571429,1.16666666667,15.1428571429,6.39622641509,47.1698113208
317,Graeme Cremer,11-13,36.0,37,2.0,10,2,Zimbabwe,18.0,1.0,18.5,5.83783783784,27.027027027
318,Graeme Cremer,14-16,367.0,344,25.0,143,15,Zimbabwe,14.68,1.66666666667,13.76,6.4011627907,41.5697674419
319,Graeme McCarter,14-16,50.0,30,0.0,8,2,Ireland,inf,0.0,inf,10.0,26.6666666667
320,Graeme Smith,05-07,53.0,26,0.0,5,3,South Africa,inf,0.0,inf,12.2307692308,19.2307692308
321,Graeme Swann,08-10,396.0,395,29.0,150,18,England,13.6551724138,1.61111111111,13.6206896552,6.01518987342,37.9746835443
322,Graeme Swann,11-13,406.0,402,20.0,165,18,England,20.3,1.11111111111,20.1,6.05970149254,41.0447761194
323,Grant Elliott,08-10,11.0,6,1.0,1,1,New Zealand,11.0,1.0,6.0,11.0,16.6666666667
324,Grant Elliott,11-13,20.0,6,0.0,0,1,New Zealand,inf,0.0,inf,20.0,0.0
325,Grant Elliott,14-16,110.0,92,11.0,28,7,New Zealand,10.0,1.57142857143,8.36363636364,7.17391304348,30.4347826087
326,Greg Lamb,08-10,78.0,75,4.0,34,5,Zimbabwe,19.5,0.8,18.75,6.24,45.3333333333
327,Gregor Maiden,08-10,57.0,60,3.0,25,3,Scotland,19.0,1.0,20.0,5.7,41.6666666667
328,Gulbadin Naib,11-13,20.0,18,0.0,8,2,Afghanistan,inf,0.0,inf,6.66666666667,44.4444444444
329,Gulbadin Naib,14-16,242.0,166,4.0,52,11,Afghanistan,60.5,0.363636363636,41.5,8.74698795181,31.3253012048
330,Hamid Hassan,08-10,165.0,180,19.0,76,8,Afghanistan,8.68421052632,2.375,9.47368421053,5.5,42.2222222222
331,Hamid Hassan,11-13,114.0,118,10.0,63,5,Afghanistan,11.4,2.0,11.8,5.79661016949,53.3898305085
332,Hamid Hassan,14-16,119.0,91,8.0,31,4,Afghanistan,14.875,2.0,11.375,7.84615384615,34.0659340659
333,Hamilton Masakadza,05-07,9.0,6,1.0,2,1,Zimbabwe,9.0,1.0,6.0,9.0,33.3333333333
334,Hamilton Masakadza,08-10,30.0,18,0.0,6,2,Zimbabwe,inf,0.0,inf,10.0,33.3333333333
335,Hamilton Masakadza,11-13,42.0,31,1.0,14,4,Zimbabwe,42.0,0.25,31.0,8.12903225806,45.1612903226
336,Hamilton Masakadza,14-16,30.0,19,0.0,4,2,Zimbabwe,inf,0.0,inf,9.47368421053,21.0526315789
337,Harbhajan Singh,05-07,212.0,185,12.0,60,8,India,17.6666666667,1.5,15.4166666667,6.87567567568,32.4324324324
338,Harbhajan Singh,08-10,284.0,303,7.0,125,13,India,40.5714285714,0.538461538462,43.2857142857,5.62376237624,41.2541254125
339,Harbhajan Singh,11-13,55.0,62,6.0,33,3,India,9.16666666667,2.0,10.3333333333,5.32258064516,53.2258064516
340,Harbhajan Singh,14-16,50.0,76,3.0,43,3,India,16.6666666667,1.0,25.3333333333,3.94736842105,56.5789473684
341,Hardik Pandya,14-16,166.0,181,10.0,90,10,India,16.6,1.0,18.1,5.50276243094,49.7237569061
342,Harry Gurney,14-16,54.0,49,4.0,21,2,England,13.5,2.0,12.25,6.61224489796,42.8571428571
343,Harvir Baidwan,08-10,240.0,209,21.0,94,11,Canada,11.4285714286,1.90909090909,9.95238095238,6.88995215311,44.976076555
344,Harvir Baidwan,11-13,164.0,129,7.0,48,6,Canada,23.4285714286,1.16666666667,18.4285714286,7.62790697674,37.2093023256
345,Haseeb Amjad,14-16,375.0,353,30.0,173,16,Hong Kong,12.5,1.875,11.7666666667,6.37393767705,49.0084985836
346,Henk-Jan Mol,08-10,12.0,9,0.0,3,1,Netherlands,inf,0.0,inf,8.0,33.3333333333
347,Henry Davids,11-13,10.0,13,1.0,6,2,South Africa,10.0,0.5,13.0,4.61538461538,46.1538461538
348,Henry Osinde,08-10,104.0,128,6.0,70,6,Canada,17.3333333333,1.0,21.3333333333,4.875,54.6875
349,Henry Osinde,11-13,127.0,97,7.0,51,5,Canada,18.1428571429,1.4,13.8571428571,7.85567010309,52.5773195876
350,Hiral Patel,08-10,45.0,31,0.0,7,3,Canada,inf,0.0,inf,8.70967741935,22.5806451613
351,Hiral Patel,11-13,32.0,33,2.0,16,2,Canada,16.0,1.0,16.5,5.81818181818,48.4848484848
352,Hiren Varaiya,05-07,47.0,37,1.0,10,2,Kenya,47.0,0.5,37.0,7.62162162162,27.027027027
353,Hiren Varaiya,08-10,123.0,161,4.0,73,7,Kenya,30.75,0.571428571429,40.25,4.58385093168,45.3416149068
354,Hiren Varaiya,11-13,284.0,289,17.0,141,15,Kenya,16.7058823529,1.13333333333,17.0,5.89619377163,48.7889273356
355,Hiri Hiri,14-16,5.0,6,0.0,2,1,Papua New Guinea,inf,0.0,inf,5.0,33.3333333333
356,Iain O'Brien,08-10,116.0,78,6.0,31,4,New Zealand,19.3333333333,1.5,13.0,8.92307692308,39.7435897436
357,Iain Wardlaw,11-13,135.0,105,9.0,44,4,Scotland,15.0,2.25,11.6666666667,7.71428571429,41.9047619048
358,Ian Bradshaw,05-07,21.0,25,0.0,13,1,West Indies,inf,0.0,inf,5.04,52.0
359,Ian Butler,08-10,389.0,301,23.0,123,15,New Zealand,16.9130434783,1.53333333333,13.0869565217,7.75415282392,40.8637873754
360,Ian Butler,11-13,80.0,65,4.0,31,3,New Zealand,20.0,1.33333333333,16.25,7.38461538462,47.6923076923
361,Iftikhar Anjum,05-07,33.0,24,1.0,7,1,Pakistan,33.0,1.0,24.0,8.25,29.1666666667
362,Iftikhar Anjum,08-10,34.0,24,1.0,6,1,Pakistan,34.0,1.0,24.0,8.5,25.0
363,Imad Wasim,14-16,153.0,159,10.0,68,8,Pakistan,15.3,1.25,15.9,5.77358490566,42.7672955975
364,Imran Khan,14-16,104.0,74,3.0,20,3,Pakistan,34.6666666667,1.0,24.6666666667,8.43243243243,27.027027027
365,Imran Tahir,11-13,104.0,131,7.0,47,6,South Africa,14.8571428571,1.16666666667,18.7142857143,4.76335877863,35.8778625954
366,Imran Tahir,14-16,372.0,353,28.0,128,15,South Africa,13.2857142857,1.86666666667,12.6071428571,6.32294617564,36.2606232295
367,Irfan Ahmed,14-16,183.0,169,11.0,81,8,Hong Kong,16.6363636364,1.375,15.3636363636,6.49704142012,47.9289940828
368,Irfan Pathan,05-07,207.0,186,13.0,79,8,India,15.9230769231,1.625,14.3076923077,6.67741935484,42.4731182796
369,Irfan Pathan,08-10,175.0,133,4.0,59,7,India,43.75,0.571428571429,33.25,7.89473684211,44.3609022556
370,Irfan Pathan,11-13,216.0,163,12.0,77,8,India,18.0,1.5,13.5833333333,7.9509202454,47.2392638037
371,Irving Romaine,08-10,20.0,22,3.0,10,1,Bermuda,6.66666666667,3.0,7.33333333333,5.45454545455,45.4545454545
372,Ish Sodhi,14-16,125.0,103,6.0,39,5,New Zealand,20.8333333333,1.2,17.1666666667,7.28155339806,37.8640776699
373,Ishant Sharma,08-10,281.0,216,6.0,95,11,India,46.8333333333,0.545454545455,36.0,7.80555555556,43.9814814815
374,Ishant Sharma,11-13,107.0,74,2.0,28,3,India,53.5,0.666666666667,37.0,8.67567567568,37.8378378378
375,Isuru Udana,08-10,154.0,118,5.0,50,5,Sri Lanka,30.8,1.0,23.6,7.83050847458,42.3728813559
376,Isuru Udana,11-13,18.0,24,0.0,11,1,Sri Lanka,inf,0.0,inf,4.5,45.8333333333
377,Isuru Udana,14-16,33.0,19,0.0,5,1,Sri Lanka,inf,0.0,inf,10.4210526316,26.3157894737
378,Izatullah Dawlatzai,11-13,130.0,76,6.0,28,4,Afghanistan,21.6666666667,1.5,12.6666666667,10.2631578947,36.8421052632
379,Jacob Oram,05-07,176.0,98,1.0,24,7,New Zealand,176.0,0.142857142857,98.0,10.7755102041,24.4897959184
380,Jacob Oram,08-10,375.0,298,12.0,102,16,New Zealand,31.25,0.75,24.8333333333,7.55033557047,34.2281879195
381,Jacob Oram,11-13,216.0,163,7.0,68,8,New Zealand,30.8571428571,0.875,23.2857142857,7.9509202454,41.717791411
382,Jacques Kallis,05-07,17.0,6,0.0,1,1,South Africa,inf,0.0,inf,17.0,16.6666666667
383,Jacques Kallis,08-10,206.0,186,4.0,88,11,South Africa,51.5,0.363636363636,46.5,6.64516129032,47.311827957
384,Jacques Kallis,11-13,102.0,92,8.0,37,7,South Africa,12.75,1.14285714286,11.5,6.65217391304,40.2173913043
385,Jade Dernbach,11-13,621.0,538,38.0,237,23,England,16.3421052632,1.65217391304,14.1578947368,6.92565055762,44.0520446097
386,Jade Dernbach,14-16,329.0,197,7.0,79,9,England,47.0,0.777777777778,28.1428571429,10.0203045685,40.1015228426
387,James Anderson,05-07,218.0,174,7.0,80,7,England,31.1428571429,1.0,24.8571428571,7.51724137931,45.9770114943
388,James Anderson,08-10,277.0,253,13.0,119,11,England,21.3076923077,1.18181818182,19.4615384615,6.56916996047,47.0355731225
389,James Faulkner,11-13,175.0,135,6.0,45,6,Australia,29.1666666667,1.0,22.5,7.77777777778,33.3333333333
390,James Faulkner,14-16,188.0,144,8.0,45,7,Australia,23.5,1.14285714286,18.0,7.83333333333,31.25
391,James Franklin,05-07,60.0,63,3.0,33,3,New Zealand,20.0,1.0,21.0,5.71428571429,52.380952381
392,James Franklin,08-10,151.0,123,7.0,53,10,New Zealand,21.5714285714,0.7,17.5714285714,7.36585365854,43.0894308943
393,James Franklin,11-13,196.0,151,14.0,47,13,New Zealand,14.0,1.07692307692,10.7857142857,7.7880794702,31.1258278146
394,James Hopes,05-07,49.0,42,3.0,13,2,Australia,16.3333333333,1.5,14.0,7.0,30.9523809524
395,James Hopes,08-10,228.0,186,8.0,67,10,Australia,28.5,0.8,23.25,7.35483870968,36.0215053763
396,James Kirtley,05-07,17.0,6,0.0,1,1,England,inf,0.0,inf,17.0,16.6666666667
397,James Muirhead,14-16,106.0,93,6.0,34,5,Australia,17.6666666667,1.2,15.5,6.83870967742,36.5591397849
398,James Neesham,11-13,34.0,22,0.0,5,2,New Zealand,inf,0.0,inf,9.27272727273,22.7272727273
399,James Neesham,14-16,192.0,184,11.0,82,10,New Zealand,17.4545454545,1.1,16.7272727273,6.26086956522,44.5652173913
400,James Ngoche,11-13,130.0,142,3.0,77,7,Kenya,43.3333333333,0.428571428571,47.3333333333,5.49295774648,54.2253521127
401,James Pattinson,11-13,95.0,83,3.0,43,4,Australia,31.6666666667,0.75,27.6666666667,6.86746987952,51.8072289157
402,James Tredwell,11-13,165.0,108,3.0,21,6,England,55.0,0.5,36.0,9.16666666667,19.4444444444
403,James Tredwell,14-16,250.0,210,4.0,77,9,England,62.5,0.444444444444,52.5,7.14285714286,36.6666666667
404,Jamie Dalrymple,05-07,37.0,32,3.0,16,3,England,12.3333333333,1.0,10.6666666667,6.9375,50.0
405,Jan Stander,08-10,110.0,61,0.0,19,5,Scotland,inf,0.0,inf,10.8196721311,31.1475409836
406,Jan Stander,11-13,35.0,27,2.0,10,2,Scotland,17.5,1.0,13.5,7.77777777778,37.037037037
407,Jason Gillespie,05-07,48.0,25,1.0,6,1,Australia,48.0,1.0,25.0,11.52,24.0
408,Jason Holder,14-16,116.0,83,5.0,33,4,West Indies,23.2,1.25,16.6,8.38554216867,39.7590361446
409,Jasprit Bumrah,14-16,224.0,225,15.0,120,10,India,14.9333333333,1.5,15.0,5.97333333333,53.3333333333
410,Jatinder Singh,14-16,17.0,12,0.0,4,1,Oman,inf,0.0,inf,8.5,33.3333333333
411,Jean-Paul Duminy,08-10,90.0,61,3.0,21,7,South Africa,30.0,0.428571428571,20.3333333333,8.85245901639,34.4262295082
412,Jean-Paul Duminy,11-13,123.0,127,6.0,44,11,South Africa,20.5,0.545454545455,21.1666666667,5.81102362205,34.6456692913
413,Jean-Paul Duminy,14-16,233.0,183,5.0,65,15,South Africa,46.6,0.333333333333,36.6,7.6393442623,35.5191256831
414,Jeetan Patel,05-07,179.0,146,13.0,55,7,New Zealand,13.7692307692,1.85714285714,11.2307692308,7.35616438356,37.6712328767
415,Jeetan Patel,08-10,88.0,54,5.0,13,3,New Zealand,17.6,1.66666666667,10.8,9.77777777778,24.0740740741
416,Jeevan Mendis,11-13,112.0,111,6.0,50,8,Sri Lanka,18.6666666667,0.75,18.5,6.05405405405,45.045045045
417,Jeff Wilson,05-07,43.0,24,0.0,6,1,New Zealand,inf,0.0,inf,10.75,25.0
418,Jeffrey Vandersay,14-16,115.0,72,2.0,15,4,Sri Lanka,57.5,0.5,36.0,9.58333333333,20.8333333333
419,Jehan Mubarak,05-07,8.0,2,0.0,0,1,Sri Lanka,inf,0.0,inf,24.0,0.0
420,Jehan Mubarak,08-10,9.0,6,1.0,1,1,Sri Lanka,9.0,1.0,6.0,9.0,16.6666666667
421,Jeremy Gordon,11-13,58.0,46,1.0,23,2,Canada,58.0,0.5,46.0,7.5652173913,50.0
422,Jeremy Snape,05-07,12.0,6,0.0,0,1,England,inf,0.0,inf,12.0,0.0
423,Jerome Taylor,05-07,34.0,38,6.0,22,2,West Indies,5.66666666667,3.0,6.33333333333,5.36842105263,57.8947368421
424,Jerome Taylor,08-10,410.0,347,19.0,170,15,West Indies,21.5789473684,1.26666666667,18.2631578947,7.08933717579,48.9913544669
425,Jerome Taylor,14-16,55.0,31,1.0,12,2,West Indies,55.0,0.5,31.0,10.6451612903,38.7096774194
426,Jesse Ryder,08-10,68.0,60,2.0,22,5,New Zealand,34.0,0.4,30.0,6.8,36.6666666667
427,Jimmy Hansra,11-13,93.0,91,6.0,32,6,Canada,15.5,1.0,15.1666666667,6.13186813187,35.1648351648
428,Jimmy Kamande,05-07,67.0,44,3.0,13,2,Kenya,22.3333333333,1.5,14.6666666667,9.13636363636,29.5454545455
429,Jimmy Kamande,08-10,124.0,150,10.0,76,7,Kenya,12.4,1.42857142857,15.0,4.96,50.6666666667
430,Jitendra Mukhiya,14-16,56.0,60,4.0,27,4,Nepal,14.0,1.0,15.0,5.6,45.0
431,Joe Denly,08-10,9.0,6,1.0,3,1,England,9.0,1.0,6.0,9.0,50.0
432,Joe Root,11-13,66.0,37,2.0,11,3,England,33.0,0.666666666667,18.5,10.7027027027,29.7297297297
433,Joe Root,14-16,29.0,18,2.0,9,2,England,14.5,1.0,9.0,9.66666666667,50.0
434,Joginder Sharma,05-07,134.0,91,4.0,35,4,India,33.5,1.0,22.75,8.83516483516,38.4615384615
435,Johan Botha,05-07,62.0,48,2.0,14,2,South Africa,31.0,1.0,24.0,7.75,29.1666666667
436,Johan Botha,08-10,456.0,473,26.0,201,22,South Africa,17.5384615385,1.18181818182,18.1923076923,5.7843551797,42.4947145877
437,Johan Botha,11-13,274.0,263,11.0,109,14,South Africa,24.9090909091,0.785714285714,23.9090909091,6.25095057034,41.4448669202
438,Johan van der Wath,05-07,225.0,192,9.0,82,8,South Africa,25.0,1.125,21.3333333333,7.03125,42.7083333333
439,Johann Louw,08-10,49.0,47,2.0,21,2,South Africa,24.5,1.0,23.5,6.25531914894,44.6808510638
440,John Anderson,14-16,13.0,6,0.0,2,1,Ireland,inf,0.0,inf,13.0,33.3333333333
441,John Blain,05-07,23.0,24,2.0,13,1,Scotland,11.5,2.0,12.0,5.75,54.1666666667
442,John Blain,08-10,82.0,99,4.0,51,3,Scotland,20.5,1.33333333333,24.75,4.9696969697,51.5151515152
443,John Davison,08-10,84.0,113,6.0,52,5,Canada,14.0,1.2,18.8333333333,4.46017699115,46.017699115
444,John Hastings,08-10,17.0,19,0.0,10,1,Australia,inf,0.0,inf,5.36842105263,52.6315789474
445,John Hastings,11-13,45.0,45,3.0,20,2,Australia,15.0,1.5,15.0,6.0,44.4444444444
446,John Hastings,14-16,64.0,42,1.0,18,2,Australia,64.0,0.5,42.0,9.14285714286,42.8571428571
447,John Mooney,08-10,16.0,12,0.0,5,1,Ireland,inf,0.0,inf,8.0,41.6666666667
448,John Mooney,11-13,78.0,72,5.0,28,5,Ireland,15.6,1.0,14.4,6.5,38.8888888889
449,John Mooney,14-16,79.0,71,6.0,34,4,Ireland,13.1666666667,1.5,11.8333333333,6.67605633803,47.8873239437
450,John Reva,14-16,52.0,54,3.0,26,3,Papua New Guinea,17.3333333333,1.0,18.0,5.77777777778,48.1481481481
451,Jon Lewis,05-07,55.0,42,5.0,20,2,England,11.0,2.5,8.4,7.85714285714,47.619047619
452,Josh Davey,11-13,22.0,26,4.0,12,1,Scotland,5.5,4.0,6.5,5.07692307692,46.1538461538
453,Josh Davey,14-16,180.0,139,2.0,48,6,Scotland,90.0,0.333333333333,69.5,7.76978417266,34.5323741007
454,Josh Hazlewood,11-13,78.0,49,3.0,17,2,Australia,26.0,1.5,16.3333333333,9.55102040816,34.693877551
455,Josh Hazlewood,14-16,68.0,52,4.0,30,2,Australia,17.0,2.0,13.0,7.84615384615,57.6923076923
456,Jubair Hossain,14-16,20.0,12,2.0,5,1,Bangladesh,10.0,2.0,6.0,10.0,41.6666666667
